Athlete,Meet Info,Lane_Place,Wind,Date,RT,50m,100m,150m,200m,Time,0-100m,100-200m,Differential,Vel_50m,Vel_100m,Vel_150m,Vel_200m,Vel_0_100m,Vel_100_200m,StrideRate,Source,Ath_Mt_Strd
,,,,RT,,,,,,,,,,,,,,,,,,None_None
"Ashida, Shuhei (JPN) (1999)","FINAL - 2018 Japanese National Junior (U20) Championships (Nagano, JPN)",7 / 6,0.5 m/s,21-Oct-18,0.151,6.16,10.99,15.96,21.25,21.25,10.99,10.26,-0.73,8.12,10.35,10.06,9.45,9.1,9.75,88.0,,"Ashida, Shuhei (JPN) (1999)_FINAL - 2018 Japanese National Junior (U20) Championships (Nagano, JPN)_88"
"Ashmeade, Nickel (JAM) (1990)","FINAL - 2015 IAAF World Championships (Beijing, CHN)",8 / 8,-0.1 m/s,27-Aug-15,0.132,10.4,20.3,20.33,88.0,88.0,20.3,67.7,47.4,9.62,10.1,9.84,85.0,4.93,1.48,85.0,,"Ashmeade, Nickel (JAM) (1990)_FINAL - 2015 IAAF World Championships (Beijing, CHN)_85"
"Ashmeade, Nickel (JAM) (1990)","FINAL - 2013 IAAF World Championships (Moscow, RUS)",6 / 4,0.0 m/s,17-Aug-13,0.145,10.3,20.1,20.05,64.0,64.0,20.1,43.9,23.8,9.71,10.2,9.98,87.2,4.98,2.28,,,"Ashmeade, Nickel (JAM) (1990)_FINAL - 2013 IAAF World Championships (Moscow, RUS)"
"Ashmeade, Nickel (JAM) (1990)","FINAL - 2011 IAAF World Championships (Daegu, KOR)",5 / 5,0.8 m/s,03-Sep-11,0.136,10.4,20.29,20.29,55.0,55.0,20.29,34.71,14.42,9.62,10.11,9.86,86.7,4.93,2.88,,,"Ashmeade, Nickel (JAM) (1990)_FINAL - 2011 IAAF World Championships (Daegu, KOR)"
"Attene, Alessandro (ITA) (1977)","FINAL - 1997 European Cup (Munich, GER)",/ 5,0.7 m/s,22-Jun-97,,6.1,10.78,15.63,20.89,20.89,10.78,10.11,-0.67,8.2,10.68,10.31,9.51,9.28,9.89,,Federle (2009) - http://www.fgs.uni-halle.de,"Attene, Alessandro (ITA) (1977)_FINAL - 1997 European Cup (Munich, GER)"
"Austin, Justin (USA) (1989)","FINAL - 2011 USATF National Championships (Eugene, OR)",/ 5,2.4 m/s,26-Jun-11,,10.7,20.3,20.31,5.0,5.0,20.3,-15.3,-35.6,9.35,10.42,9.85,9.35,4.93,,,,"Austin, Justin (USA) (1989)_FINAL - 2011 USATF National Championships (Eugene, OR)"
"Axelson, Truls (SWE) (1993)","E FINAL - 2014 Windsprint (Sundsvall, SWE)",2 / 2,1.7 m/s,20-Jul-14,,11.65,22.47,22.47,22.0,22.0,22.47,-0.47,-22.94,8.58,9.24,8.9,8.58,4.45,,,Johansen (2014) - www.ssg.se/windsprint/Splittider/,"Axelson, Truls (SWE) (1993)_E FINAL - 2014 Windsprint (Sundsvall, SWE)"
"Azamati, Benjamin (GHA) (1998)","FINAL - 2022 Meeting de Paris (Paris, FRA)",3 / 8,0.6 m/s,18-Jun-22,0.179,5.8,10.4,15.27,20.77,20.77,10.4,10.37,-0.03,8.62,10.87,10.27,9.09,9.62,9.64,,Omega Timing (2022) - diamond league race analysis,"Azamati, Benjamin (GHA) (1998)_FINAL - 2022 Meeting de Paris (Paris, FRA)"
"Azib, Yassine (MAR) (1999)","National FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)",2 / 7,-0.6 m/s,05-Jun-22,0.191,6.38,11.57,16.99,22.76,22.76,11.57,11.19,-0.38,7.84,9.63,9.23,8.67,8.64,8.94,,Omega Timing (2022) - diamond league race analysis,"Azib, Yassine (MAR) (1999)_National FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)"
"Bacon, Jaylen (USA) (1996)","FINAL - 2017 NCAA Championships (Eugene, OR)",/ 8,-3.1 m/s,09-Jun-17,,10.6,20.8,20.84,8.0,8.0,20.8,-12.8,-33.6,9.43,9.8,9.6,9.43,4.81,,,,"Bacon, Jaylen (USA) (1996)_FINAL - 2017 NCAA Championships (Eugene, OR)"
"Bailey, Christopher (USA) (2000)","Long Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)",7 / 5,-3.3 m/s,05-Apr-25,0.2,6.06,10.78,15.72,20.93,20.93,10.78,10.15,-0.63,8.25,10.59,10.12,9.6,9.28,9.85,,,"Bailey, Christopher (USA) (2000)_Long Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)"
"Bailey, Daniel (ANT) (1986)","FINAL - 2016 Seiko Golden Grand Prix (Kawasaki, JPN)",7 / 3,-0.6 m/s,08-May-16,0.151,5.81,10.49,15.41,20.75,20.75,10.49,10.26,-0.23,8.61,10.68,10.16,9.36,9.53,9.75,,Takahashi (2016) - performance analysis of the top 200m sprinters in japan & abroad,"Bailey, Daniel (ANT) (1986)_FINAL - 2016 Seiko Golden Grand Prix (Kawasaki, JPN)"
"Bailey, Donovan (CAN) (1967)","FINAL - 1997 ""World's Fastest Man"" (Toronto, CAN) (150m indoor, 75m curve / 75m straight)",1 / 1,,31-May-97,,5.74,10.24,14.99,14.99,11.0,10.24,4.75,-5.49,,,,,9.77,21.05,,,"Bailey, Donovan (CAN) (1967)_FINAL - 1997 ""World's Fastest Man"" (Toronto, CAN) (150m indoor, 75m curve / 75m straight)"
"Bailey, Ryan (USA) (1989)","FINAL - 2012 Great North CityGames (Newcastle, GBR) (150m straightaway)",4 / --,0.7 m/s,15-Sep-12,,,,,,,,,,8.59,,,,,,,Jalava (2012) - www.tilastopaja.org,"Bailey, Ryan (USA) (1989)_FINAL - 2012 Great North CityGames (Newcastle, GBR) (150m straightaway)"
"Bailey, Ryan (USA) (1989)","FINAL - 2008 USATF National Junior Championships (Columbus, OH)",4 / 7,-2.2 m/s,22-Jun-08,,10.99,16.17,22.13,22.13,47.0,16.17,5.96,-10.21,9.1,9.65,8.39,9.04,6.18,16.78,,Jalava (2012) - www.tilastopaja.org,"Bailey, Ryan (USA) (1989)_FINAL - 2008 USATF National Junior Championships (Columbus, OH)"
"Baloyes, Bernardo (COL) (1994)","FINAL - 2019 Memorial van Damme (Brussels, BEL)",2 /  8,0.8 m/s,06-Sep-19,0.151,6.1,10.8,15.7,20.92,20.92,10.8,10.12,-0.68,8.2,10.64,10.2,9.58,9.26,9.88,90.0,Omega Timing (2019) - diamond league race analysis,"Baloyes, Bernardo (COL) (1994)_FINAL - 2019 Memorial van Damme (Brussels, BEL)_90"
"Bambuck, Roger (FRA) (1945)","FINAL - 1968 Olympic Games (Mexico City, MEX) (Altitude)",2 / 5,0.9 m/s,16-Oct-68,,10.5,20.5,20.51,25.0,25.0,20.5,4.5,-16.0,9.52,10.0,9.75,91.5,4.88,22.22,,,"Bambuck, Roger (FRA) (1945)_FINAL - 1968 Olympic Games (Mexico City, MEX) (Altitude)"
"Bangura, Ibrahim (SLE) (2000)","Semi-Final 3 - 2022 Commonwealth Games (Birmingham, GBR)",3 / 8,0.1 m/s,05-Aug-22,0.176,6.0,10.9,16.0,21.62,21.62,10.9,10.72,-0.18,8.33,10.2,9.8,8.9,9.17,9.33,,Longines Timing (2022) - commonwealth games race analysis,"Bangura, Ibrahim (SLE) (2000)_Semi-Final 3 - 2022 Commonwealth Games (Birmingham, GBR)"
Bao Leer (CHN) (1995),"FINAL - 2017 National Games (Tianjin, CHN)",/ 7,-0.2 m/s,05-Sep-17,,10.83,21.02,21.02,7.0,7.0,21.02,-14.02,-35.04,9.23,9.81,9.51,9.23,4.76,,,,"Bao Leer (CHN) (1995)_FINAL - 2017 National Games (Tianjin, CHN)"
"Baptiste, Kirk (USA) (1963)","FINAL - 1984 Olympic Games (Los Angeles, CA)",3 / 2,-0.9 m/s,08-Aug-84,0.153,10.41,19.96,19.96,32.0,32.0,19.96,12.04,-7.92,9.61,10.47,10.02,9.61,5.01,8.31,,,"Baptiste, Kirk (USA) (1963)_FINAL - 1984 Olympic Games (Los Angeles, CA)"
"Baptiste, Kirk (USA) (1963)","Semi-Final 1 - 1984 Olympic Games (Los Angeles, CA)",5 / 1,-2.2 m/s,08-Aug-84,,10.45,20.29,20.29,51.0,51.0,20.29,30.71,10.42,9.57,10.16,9.86,9.57,4.93,3.26,,,"Baptiste, Kirk (USA) (1963)_Semi-Final 1 - 1984 Olympic Games (Los Angeles, CA)"
"Baptiste, Kirk (USA) (1963)","FINAL - 1984 USA Olympic Trials (Los Angeles, CA)",8 / 2,-0.2 m/s,21-Jun-84,,10.36,20.05,20.05,82.0,82.0,20.05,61.95,41.9,9.65,10.32,9.98,9.65,4.99,1.61,,,"Baptiste, Kirk (USA) (1963)_FINAL - 1984 USA Olympic Trials (Los Angeles, CA)"
"Baptiste, Kirk (USA) (1963)","Semi-Final 1 - 1984 USA Olympic Trials (Los Angeles, CA)",/ 2,-1.3 m/s,21-Jun-84,,10.42,20.46,20.46,2.0,2.0,20.46,-18.46,-38.92,9.6,9.96,9.78,9.6,4.89,,,,"Baptiste, Kirk (USA) (1963)_Semi-Final 1 - 1984 USA Olympic Trials (Los Angeles, CA)"
"Barnes, Zandrion (JAM) (2001)","Long Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)",8 / 8,-3.3 m/s,05-Apr-25,0.18,6.17,11.05,16.15,21.59,21.59,11.05,10.54,-0.51,8.1,10.25,9.8,9.19,9.05,9.49,91.0,,"Barnes, Zandrion (JAM) (2001)_Long Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)_91"
"Barnett, Brian (CAN) (1987)","Semi-Final 1 - 2007 IAAF World Championships (Osaka, JPN)",2 / 8,-0.4 m/s,29-Aug-07,0.142,6.05,10.7,15.55,20.68,20.68,10.7,9.98,-0.72,8.26,10.75,10.31,9.75,9.35,10.02,88.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Barnett, Brian (CAN) (1987)_Semi-Final 1 - 2007 IAAF World Championships (Osaka, JPN)_88"
"Barnett, Brian (CAN) (1987)","Quarter-Final 2 - 2007 IAAF World Championships (Osaka, JPN)",4 / 4,-0.3 m/s,28-Aug-07,0.173,5.95,10.52,15.31,20.41,20.41,10.52,9.89,-0.63,8.4,10.94,10.44,9.8,9.51,10.11,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Barnett, Brian (CAN) (1987)_Quarter-Final 2 - 2007 IAAF World Championships (Osaka, JPN)"
"Barré, Pascal (FRA) (1959)","Heat 3 - 1978 European Championships (Prague, TCH)",/ 1,-0.2 m/s,31-Aug-78,0.183,10.73,20.78,20.78,1.0,1.0,20.78,-19.78,-40.56,9.32,9.95,9.62,9.32,4.81,,,,"Barré, Pascal (FRA) (1959)_Heat 3 - 1978 European Championships (Prague, TCH)"
"Barré, Patrick (FRA) (1959)","Heat 4 - 1978 European Championships (Prague, TCH)",/ 6,0.2 m/s,31-Aug-78,,10.92,21.27,21.27,6.0,6.0,21.27,-15.27,-36.54,9.16,9.66,9.4,9.16,4.7,,,,"Barré, Patrick (FRA) (1959)_Heat 4 - 1978 European Championships (Prague, TCH)"
"Bednarek, Kenneth (USA) (1998)","Short Sprints - 2025 Grand Slam Track Philadelphia (Philadelphia, PA)",7 / 1,0.0 m/s,31-May-25,0.17,5.76,10.33,15.08,19.95,19.95,10.33,9.62,-0.71,8.68,10.94,10.53,10.27,9.68,10.4,,,"Bednarek, Kenneth (USA) (1998)_Short Sprints - 2025 Grand Slam Track Philadelphia (Philadelphia, PA)"
"Bednarek, Kenneth (USA) (1998)","Short Sprints - 2025 Grand Slam Track Miami (Miramar, FL)",6 / 1,0.2 m/s,04-May-25,0.18,5.74,10.27,14.91,19.84,19.84,10.27,9.57,-0.7,8.71,11.04,10.78,10.14,9.74,10.45,,,"Bednarek, Kenneth (USA) (1998)_Short Sprints - 2025 Grand Slam Track Miami (Miramar, FL)"
"Bednarek, Kenneth (USA) (1998)","Short Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)",4 / 1,0.2 m/s,05-Apr-25,0.18,5.87,10.36,15.1,20.07,20.07,10.36,9.71,-0.65,8.52,11.14,10.55,10.06,9.65,10.3,85.0,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_Short Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)_85"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2024 Memorial van damme (Brussels, BEL)",6 / 1,0.7 m/s,14-Sep-24,0.169,5.75,10.23,14.82,19.67,19.67,10.23,9.44,-0.79,8.7,11.16,10.89,10.31,9.78,10.59,84.0,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2024 Memorial van damme (Brussels, BEL)_84"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2024 Weltklasse (Zürich, SUI)",7 / 2,0.4 m/s,05-Sep-24,0.182,5.75,10.2,14.75,19.57,19.57,10.2,9.37,-0.83,8.7,11.24,10.99,10.37,9.8,10.67,83.0,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2024 Weltklasse (Zürich, SUI)_83"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2024 Kamila Skolimowska Memorial (Silesia, POL)",6 / 3,0.6 m/s,25-Aug-24,0.189,5.86,10.36,14.98,20.0,20.0,10.36,9.64,-0.72,8.53,11.11,10.82,9.96,9.65,10.37,85.0,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2024 Kamila Skolimowska Memorial (Silesia, POL)_85"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2024 Olympic Games (Paris, FRA)",8 / 2,0.4 m/s,08-Aug-24,0.163,5.68,10.1,14.69,19.62,19.62,10.1,9.52,-0.58,8.8,11.31,10.89,10.14,9.9,10.5,,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2024 Olympic Games (Paris, FRA)"
"Bednarek, Kenneth (USA) (1998)","Semi-Final 1 - 2024 Olympic Games (Paris, FRA)",7 / 1,-0.1 m/s,07-Aug-24,0.188,5.82,10.34,15.02,20.0,20.0,10.34,9.66,-0.68,8.59,11.06,10.68,10.04,9.67,10.35,,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_Semi-Final 1 - 2024 Olympic Games (Paris, FRA)"
"Bednarek, Kenneth (USA) (1998)","Heat 4 - 2024 Olympic Games (Paris, FRA)",3 / 1,0.2 m/s,05-Aug-24,0.182,5.8,10.34,15.0,19.96,19.96,10.34,9.62,-0.72,8.62,11.01,10.73,10.08,9.67,10.4,84.0,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_Heat 4 - 2024 Olympic Games (Paris, FRA)_84"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2024 USA Olympic Trials (Eugene, OR)",8 / 2,0.5 m/s,29-Jun-24,,5.73,10.26,14.81,19.59,19.59,10.26,9.33,-0.93,8.73,11.04,10.99,10.46,9.75,10.72,84.0,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2024 USA Olympic Trials (Eugene, OR)_84"
"Bednarek, Kenneth (USA) (1998)","Semi-Final 2 - 2024 USA Olympic Trials (Eugene, OR)",6 / 1,0.7 m/s,28-Jun-24,,5.82,10.4,15.05,19.96,19.96,10.4,9.56,-0.84,8.59,10.92,10.75,10.18,9.62,10.46,,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Bednarek, Kenneth (USA) (1998)_Semi-Final 2 - 2024 USA Olympic Trials (Eugene, OR)"
"Bednarek, Kenneth (USA) (1998)","Heat 3 - 2024 USA Olympic Trials (Eugene, OR)",6 / 1,1.1 m/s,27-Jun-24,,5.86,10.55,15.24,20.28,20.28,10.55,9.73,-0.82,8.53,10.66,10.66,9.92,9.48,10.28,,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Bednarek, Kenneth (USA) (1998)_Heat 3 - 2024 USA Olympic Trials (Eugene, OR)"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2024 Prefontaine Classic (Eugene, OR)",7 / 1,1.8 m/s,25-May-24,0.18,5.82,10.33,14.98,19.89,19.89,10.33,9.56,-0.77,8.59,11.09,10.75,10.18,9.68,10.46,,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2024 Prefontaine Classic (Eugene, OR)"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2024 Seashore Doha Meeting (Doha, QAT)",7 / 1,1.7 m/s,10-May-24,0.175,5.75,10.22,14.79,19.67,19.67,10.22,9.45,-0.77,8.7,11.19,10.94,10.25,9.78,10.58,86.0,Omega Timing (2024) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2024 Seashore Doha Meeting (Doha, QAT)_86"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2023 Prefontaine Classic (Eugene, OR)",8 / 2,0.6 m/s,17-Sep-23,0.165,5.78,10.26,14.9,19.95,19.95,10.26,9.69,-0.57,8.65,11.16,10.78,9.9,9.75,10.32,87.0,Omega Timing (2023) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2023 Prefontaine Classic (Eugene, OR)_87"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2023 Memorial van Damme (Brussels, BEL)",7 / 1,-0.1 m/s,08-Sep-23,0.174,5.73,10.16,14.8,19.79,19.79,10.16,9.63,-0.53,8.73,11.29,10.78,10.02,9.84,10.38,87.0,Omega Timing (2023) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2023 Memorial van Damme (Brussels, BEL)_87"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2023 Weltklasse (Zürich, SUI)",8 / 4,-0.5 m/s,31-Aug-23,0.199,5.78,10.24,14.92,19.98,19.98,10.24,9.74,-0.5,8.65,11.21,10.68,9.88,9.77,10.27,,Omega Timing (2023) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2023 Weltklasse (Zürich, SUI)"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2023 World Athletics Championships (Budapest, HUN)",7 / 5,-0.2 m/s,25-Aug-23,0.163,10.32,20.07,20.07,75.0,75.0,20.07,54.93,34.86,9.69,10.26,9.97,85.7,4.98,1.82,,Seiko Timing (2023) - world championship race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2023 World Athletics Championships (Budapest, HUN)"
"Bednarek, Kenneth (USA) (1998)","Semi-Final 2 - 2023 World Athletics Championships (Budapest, HUN)",7 / 1,0.0 m/s,24-Aug-23,0.174,10.34,19.96,19.96,71.0,71.0,19.96,51.04,31.08,9.67,10.4,10.02,185.2,5.01,1.96,,Seiko Timing (2023) - world championship race analysis,"Bednarek, Kenneth (USA) (1998)_Semi-Final 2 - 2023 World Athletics Championships (Budapest, HUN)"
"Bednarek, Kenneth (USA) (1998)","Heat 7 - 2023 World Athletics Championships (Budapest, HUN)",5 / 1,-0.1 m/s,23-Aug-23,0.159,10.43,20.01,20.01,51.0,51.0,20.01,30.99,10.98,9.59,10.44,10.0,86.0,5.0,3.23,86.0,Seiko Timing (2023) - world championship race analysis,"Bednarek, Kenneth (USA) (1998)_Heat 7 - 2023 World Athletics Championships (Budapest, HUN)_86"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2023 Doha Diamond League (Doha, QAT)",6 / 2,0.3 m/s,05-May-23,0.169,5.86,10.14,14.87,20.11,20.11,10.14,9.97,-0.17,8.53,11.68,10.57,9.54,9.86,10.03,89.0,Omega Timing (2023) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2023 Doha Diamond League (Doha, QAT)_89"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2022 Weltklasse (Zürich, SUI)",7 / 5,-0.6 m/s,08-Sep-22,0.201,5.81,10.3,15.01,20.2,20.2,10.3,9.9,-0.4,8.61,11.14,10.62,9.63,9.71,10.1,88.0,Omega Timing (2022) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2022 Weltklasse (Zürich, SUI)_88"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2022 World Athletics Championships (Eugene, OR)",5 / 2,0.4 m/s,21-Jul-22,0.143,10.26,19.77,19.77,52.0,52.0,19.77,32.23,12.46,9.75,10.52,10.12,87.0,5.06,3.1,87.0,Timing by Seiko (2022) - world athletics championships race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2022 World Athletics Championships (Eugene, OR)_87"
"Bednarek, Kenneth (USA) (1998)","Semi-Final 2 - 2022 World Athletics Championships (Eugene, OR)",4 / 2,1.1 m/s,19-Jul-22,0.156,10.43,19.84,19.84,42.0,42.0,19.84,22.16,2.32,9.59,10.63,10.08,86.0,5.04,4.51,86.0,Timing by Seiko (2022) - world athletics championships race analysis,"Bednarek, Kenneth (USA) (1998)_Semi-Final 2 - 2022 World Athletics Championships (Eugene, OR)_86"
"Bednarek, Kenneth (USA) (1998)","Heat 4 - 2022 World Athletics Championships (Eugene, OR)",2 / 2,0.5 m/s,18-Jul-22,0.139,10.64,20.35,20.35,22.0,22.0,20.35,1.65,-18.7,9.4,10.3,9.83,87.0,4.91,60.61,87.0,Timing by Seiko (2022) - world athletics championships race analysis,"Bednarek, Kenneth (USA) (1998)_Heat 4 - 2022 World Athletics Championships (Eugene, OR)_87"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2022 USATF National Championships (Eugene, OR)",/ 4,-0.3 m/s,26-Jun-22,,5.91,10.39,14.98,19.87,19.87,10.39,9.48,-0.91,8.46,11.16,10.89,10.22,9.62,10.55,,Timing by Seiko (2022) - world athletics championships race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2022 USATF National Championships (Eugene, OR)"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2022 Golden Gala Pietro Mennea (Rome, ITA)",7 / 1,-0.1 m/s,09-Jun-22,0.181,5.79,10.29,14.97,20.01,20.01,10.29,9.72,-0.57,8.64,11.11,10.68,9.92,9.72,10.29,87.0,Omega Timing (2022) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2022 Golden Gala Pietro Mennea (Rome, ITA)_87"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)",7 / 1,2.0 m/s,05-Jun-22,0.157,5.78,10.31,15.06,20.21,20.21,10.31,9.9,-0.41,8.65,11.04,10.53,9.71,9.7,10.1,88.0,Omega Timing (2022) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)_88"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2021 Weltklasse (Zürich, SUI)",7 / 1,0.5 m/s,09-Sep-21,0.165,5.7,10.2,14.8,19.7,19.7,10.2,9.5,-0.7,8.77,11.11,10.87,10.2,9.8,10.53,86.0,Omega Timing (2021) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2021 Weltklasse (Zürich, SUI)_86"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2021 Athletissima (Lausanne, SUI)",6 / 1,3.2 m/s,26-Aug-21,0.163,5.8,10.3,14.9,19.65,19.65,10.3,9.35,-0.95,8.62,11.11,10.87,10.53,9.71,10.7,,Omega Timing (2021) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2021 Athletissima (Lausanne, SUI)"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2021 Prefontaine Classic (Eugene, OR)",6 / 2,1.5 m/s,21-Aug-21,0.166,5.9,10.4,15.0,19.8,19.8,10.4,9.4,-1.0,8.47,11.11,10.87,10.42,9.62,10.64,85.0,Omega Timing (2021) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2021 Prefontaine Classic (Eugene, OR)_85"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2021 Doha Diamond League (Doha, QAT)",6 / 1,0.4 m/s,28-May-21,0.171,6.0,10.2,14.9,19.88,19.88,10.2,9.68,-0.52,8.33,11.9,10.64,10.04,9.8,10.33,,Omega Timing (2021) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2021 Doha Diamond League (Doha, QAT)"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2021 Müller Grand Prix (Gateshead, GBR)",7 / 1,-3.0 m/s,23-May-21,0.166,6.3,10.9,15.7,20.33,20.33,10.9,9.43,-1.47,7.94,10.87,10.42,10.8,9.17,10.6,,Omega Timing (2021) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2021 Müller Grand Prix (Gateshead, GBR)"
"Bednarek, Kenneth (USA) (1998)","FINAL - 2019 USATF National Championships (Des Moines, IA)",/ 8,-0.7 m/s,28-Jul-19,,10.7,45.3,45.34,8.0,8.0,45.3,-37.3,-82.6,9.35,2.89,4.41,9.35,2.21,,,Omega Timing (2021) - diamond league race analysis,"Bednarek, Kenneth (USA) (1998)_FINAL - 2019 USATF National Championships (Des Moines, IA)"
"Belcher, Christopher (USA) (1994)","FINAL - 2020 Doha Diamond League (Doha, QAT)",7 / 5,0.9 m/s,25-Sep-20,0.158,5.9,10.6,15.5,20.86,20.86,10.6,10.26,-0.34,8.47,10.64,10.2,9.33,9.43,9.75,96.0,Omega Timing (2020) - diamond league race analysis,"Belcher, Christopher (USA) (1994)_FINAL - 2020 Doha Diamond League (Doha, QAT)_96"
"Belcher, Christopher (USA) (1994)","FINAL - 2019 Seiko Golden Grand Prix (Osaka, JPN)",8 / 3,-0.4 m/s,19-May-19,0.166,5.77,10.33,15.25,20.57,20.57,10.33,10.24,-0.09,8.67,10.96,10.16,9.4,9.68,9.77,96.0,Omega Timing (2020) - diamond league race analysis,"Belcher, Christopher (USA) (1994)_FINAL - 2019 Seiko Golden Grand Prix (Osaka, JPN)_96"
"Belcher, Christopher (USA) (1994)","FINAL - 2017 NCAA Championships (Eugene, OR)",/ 5,-3.1 m/s,09-Jun-17,,10.3,20.7,20.66,5.0,5.0,20.7,-15.7,-36.4,9.71,9.62,9.68,9.71,4.83,,,Omega Timing (2020) - diamond league race analysis,"Belcher, Christopher (USA) (1994)_FINAL - 2017 NCAA Championships (Eugene, OR)"
"Benjamin, Rai (USA) (1997)","FINAL - 2021 Prefontaine Classic (Eugene, OR)",5 / 5,1.5 m/s,21-Aug-21,0.174,5.8,10.5,15.2,20.16,20.16,10.5,9.66,-0.84,8.62,10.64,10.64,10.08,9.52,10.35,,Omega Timing (2021) - diamond league race analysis,"Benjamin, Rai (USA) (1997)_FINAL - 2021 Prefontaine Classic (Eugene, OR)"
"Bennett-Jackson, Wade (GBR) (1987)","B FINAL - 2012 Great CityGames (Manchester, GBR) (150m straightaway)",/ 4,-0.5 m/s,20-May-12,,10.63,15.87,15.87,4.0,4.0,15.87,-11.87,-27.74,9.41,9.54,9.45,9.41,6.3,,,Jalava (2012) - www.tilastopaja.org,"Bennett-Jackson, Wade (GBR) (1987)_B FINAL - 2012 Great CityGames (Manchester, GBR) (150m straightaway)"
"Berrian, Chris (USA) (1983)","Heat 2 - 2008 USA Olympic Trials (Eugene, USA)",7 / 4,0.8 m/s,04-Jul-08,,5.91,10.56,15.41,20.74,20.74,10.56,10.18,-0.38,8.46,10.75,10.31,9.38,9.47,9.82,,,"Berrian, Chris (USA) (1983)_Heat 2 - 2008 USA Olympic Trials (Eugene, USA)"
