,Athlete,Meet Info,Lane_Place,Wind,Date,RT,50m,100m,150m,200m,Time,0-100m,100-200m,Differential,Vel_50m,Vel_100m,Vel_150m,Vel_200m,Vel_0_100m,Vel_100_200m,StrideRate,Source,Ath_Mt_Strd
1583,"Motoshio, Ryo (JPN) (1990)","FINAL - 2008 Japanese National High School Championships (Kumagaya, JPN)",/ 1,-1.3 m/s,01-Aug-08,,6.03,10.9,16.05,21.51,21.51,10.9,10.61,-0.29,8.29,10.27,9.71,9.16,9.17,9.43,,,"Motoshio, Ryo (JPN) (1990)_FINAL - 2008 Japanese National High School Championships (Kumagaya, JPN)"
1584,"Mouthon, Bastien (SUI) (1994)","FINAL - 2016 Hürden-und Sprintmeeting (Basel, SUI) (150m)",/ 2,1.3 m/s,07-May-16,,6.02,10.53,15.28,15.28,2.0,10.53,4.75,-5.78,8.31,11.09,10.53,9.82,9.5,21.05,,Swiss Athletics (2016) - sprint and hurdle analysis,"Mouthon, Bastien (SUI) (1994)_FINAL - 2016 Hürden-und Sprintmeeting (Basel, SUI) (150m)"
1585,"Mpuang, Thuso (RSA) (1985)","Heat 9 - 2009 IAAF World Championships (Berlin, GER)",4 / 4,-0.7 m/s,18-Aug-09,0.158,6.01,10.67,15.63,20.91,20.91,10.67,10.24,-0.43,8.32,10.73,10.08,9.47,9.37,9.77,,,"Mpuang, Thuso (RSA) (1985)_Heat 9 - 2009 IAAF World Championships (Berlin, GER)"
1586,"Mukai, Yuta (JPN) (2005)","FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)",5 / 2,2.9 m/s,05-Aug-23,0.189,5.96,10.97,15.92,21.02,21.02,10.97,10.05,-0.92,8.39,9.98,10.1,9.8,9.12,9.95,,,"Mukai, Yuta (JPN) (2005)_FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)"
1587,"Mukai, Yuta (JPN) (2005)","FINAL - 2023 Japanese U20 National Championsips (Osaka, JPN)",9 / 3,0.2 m/s,02-Jun-23,0.164,6.1,10.96,16.02,21.35,21.35,10.96,10.39,-0.57,8.2,10.29,9.88,9.38,9.12,9.62,,,"Mukai, Yuta (JPN) (2005)_FINAL - 2023 Japanese U20 National Championsips (Osaka, JPN)"
1588,"Mullings, Steve (JAM) (1982)","FINAL - 2009 IAAF World Championships (Berlin, GER)",3 / 5,-0.3 m/s,20-Aug-09,0.146,5.7,10.2,14.93,19.98,19.98,10.2,9.78,-0.42,8.77,11.11,10.57,9.9,9.8,10.22,91.0,,"Mullings, Steve (JAM) (1982)_FINAL - 2009 IAAF World Championships (Berlin, GER)_91"
1589,"Mullings, Steve (JAM) (1982)","Semi-Final 2 - 2009 IAAF World Championships (Berlin, GER)",3 / 2,0.3 m/s,19-Aug-09,0.156,5.71,10.27,15.09,20.26,20.26,10.27,9.99,-0.28,8.76,10.96,10.37,9.67,9.74,10.01,,,"Mullings, Steve (JAM) (1982)_Semi-Final 2 - 2009 IAAF World Championships (Berlin, GER)"
1590,"Mullings, Steve (JAM) (1982)","Quarter-Final 3 - 2009 IAAF World Championships (Berlin, GER)",4 / 1,-0.3 m/s,18-Aug-09,0.156,5.74,10.3,15.08,20.23,20.23,10.3,9.93,-0.37,8.71,10.96,10.46,9.71,9.71,10.07,,,"Mullings, Steve (JAM) (1982)_Quarter-Final 3 - 2009 IAAF World Championships (Berlin, GER)"
1591,"Mullings, Steve (JAM) (1982)","Heat 3 - 2009 IAAF World Championships (Berlin, GER)",5 / 1,0.1 m/s,18-Aug-09,0.153,5.81,10.46,15.36,20.62,20.62,10.46,10.16,-0.3,8.61,10.75,10.2,9.51,9.56,9.84,,,"Mullings, Steve (JAM) (1982)_Heat 3 - 2009 IAAF World Championships (Berlin, GER)"
1592,"Mumenthaler, Timothé (SUI) (2002)","FINAL - 2024 Weltklasse (Zürich, SUI)",1 / 8,0.4 m/s,05-Sep-24,0.143,5.93,10.57,15.49,20.72,20.72,10.57,10.15,-0.42,8.43,10.78,10.16,9.56,9.46,9.85,87.0,Omega Timing (2024) - diamond league race analysis,"Mumenthaler, Timothé (SUI) (2002)_FINAL - 2024 Weltklasse (Zürich, SUI)_87"
1593,"Mumenthaler, Timothé (SUI) (2002)","FINAL - 2024 Athletissima (Lausanne, SUI)",2 / 7,0.9 m/s,22-Aug-24,0.124,5.87,10.47,15.29,20.54,20.54,10.47,10.07,-0.4,8.52,10.87,10.37,9.52,9.55,9.93,90.0,Omega Timing (2024) - diamond league race analysis,"Mumenthaler, Timothé (SUI) (2002)_FINAL - 2024 Athletissima (Lausanne, SUI)_90"
1594,"Mumenthaler, Timothé (SUI) (2002)","Repechage 1 - 2024 Olympic Games (Paris, FRA)",5 / 3,1.0 m/s,06-Aug-24,0.134,5.95,10.62,15.46,20.67,20.67,10.62,10.05,-0.57,8.4,10.71,10.33,9.6,9.42,9.95,91.0,Omega Timing (2024) - diamond league race analysis,"Mumenthaler, Timothé (SUI) (2002)_Repechage 1 - 2024 Olympic Games (Paris, FRA)_91"
1595,"Mumenthaler, Timothé (SUI) (2002)","Heat 3 - 2024 Olympic Games (Paris, FRA)",5 / 5,-0.1 m/s,05-Aug-24,0.147,5.91,10.6,15.44,20.63,20.63,10.6,10.03,-0.57,8.46,10.66,10.33,9.63,9.43,9.97,,Omega Timing (2024) - diamond league race analysis,"Mumenthaler, Timothé (SUI) (2002)_Heat 3 - 2024 Olympic Games (Paris, FRA)"
1596,"Murakami, Ryoto (JPN) (1998)","FINAL - 2016 Japanese National High School Championships (Okayama, JPN)",9 / 7,-0.1 m/s,01-Aug-16,0.147,5.99,11.09,16.18,21.65,21.65,11.09,10.56,-0.53,8.35,9.8,9.82,9.14,9.02,9.47,,Shimizu (2019) - shimane high school championships 2019 - biomechanics data analysis,"Murakami, Ryoto (JPN) (1998)_FINAL - 2016 Japanese National High School Championships (Okayama, JPN)"
1597,"Murakami, Ryoto (JPN) (1998)","FINAL - 2019 Shimane High School Championships (Izumo, JPN)",2 / 7,0.8 m/s,26-May-19,,11.92,17.35,22.97,22.97,27.0,17.35,5.62,-11.73,8.39,9.21,8.9,8.71,5.76,17.79,,Shimizu (2019) - shimane high school championships 2019 - biomechanics data analysis,"Murakami, Ryoto (JPN) (1998)_FINAL - 2019 Shimane High School Championships (Izumo, JPN)"
1598,"Murayoshi, Seiji (JPN) (1991)","FINAL - 2009 Japanese National High School Championships (Nara, JPN)",2 / 6,1.6 m/s,01-Aug-09,,6.05,11.1,16.18,21.43,21.43,11.1,10.33,-0.77,8.26,9.9,9.84,9.52,9.01,9.68,,,"Murayoshi, Seiji (JPN) (1991)_FINAL - 2009 Japanese National High School Championships (Nara, JPN)"
1599,"Murphy, Aidan (AUS) (2003)","Heat 3 - 2023 World Athletics Championships (Budapest, HUN)",6 / 6,-1.4 m/s,23-Aug-23,0.139,10.81,20.9,20.9,66.0,66.0,20.9,45.1,24.2,9.25,9.91,9.57,89.0,4.78,2.22,89.0,Seiko Timing (2023) - world championship race analysis,"Murphy, Aidan (AUS) (2003)_Heat 3 - 2023 World Athletics Championships (Budapest, HUN)_89"
1600,"Murphy, Aidan (AUS) (2003)","Heat 5 - 2022 World Athletics Championships (Eugene, OR)",2 / 6,0.4 m/s,18-Jul-22,0.144,10.77,20.75,20.75,26.0,26.0,20.75,5.25,-15.5,9.29,10.02,9.64,87.2,4.82,19.05,,Timing by Seiko (2022) - world athletics championships race analysis,"Murphy, Aidan (AUS) (2003)_Heat 5 - 2022 World Athletics Championships (Eugene, OR)"
1601,"Musah, Kojo (DEN) (1996)","FINAL - 2020 Memorial Van Damme (Brussels, BEL)",3 / 4,0.1 m/s,04-Sep-20,0.131,5.9,10.6,15.6,20.99,20.99,10.6,10.39,-0.21,8.47,10.64,10.0,9.28,9.43,9.62,,Omega Timing (2020) - diamond league race analysis,"Musah, Kojo (DEN) (1996)_FINAL - 2020 Memorial Van Damme (Brussels, BEL)"
1602,"Myricks, Larry (USA) (1956)","FINAL - 1984 USA Olympic Trials (Los Angeles, CA)",4 / 6,-0.2 m/s,21-Jun-84,,10.39,20.5,20.5,46.0,46.0,20.5,25.5,5.0,9.62,9.89,9.76,9.62,4.88,3.92,,,"Myricks, Larry (USA) (1956)_FINAL - 1984 USA Olympic Trials (Los Angeles, CA)"
1603,"Myricks, Larry (USA) (1956)","Semi-Final 1 - 1984 USA Olympic Trials (Los Angeles, CA)",/ 3,-1.3 m/s,21-Jun-84,,10.44,20.73,20.73,3.0,3.0,20.73,-17.73,-38.46,9.58,9.72,9.65,9.58,4.82,,,Shimizu (2022) - shimane high school championships 2022 - biomechanics data analysis,"Myricks, Larry (USA) (1956)_Semi-Final 1 - 1984 USA Olympic Trials (Los Angeles, CA)"
1604,"Myricks, Larry (USA) (1956)","FINAL - 2022 Shimane High School Championships (Izumo, JPN)",8 / 7,1.3 m/s,28-May-22,,11.91,17.37,23.13,23.13,87.0,17.37,5.76,-11.61,8.4,9.16,8.68,8.65,5.76,17.36,,Shimizu (2022) - shimane high school championships 2022 - biomechanics data analysis,"Myricks, Larry (USA) (1956)_FINAL - 2022 Shimane High School Championships (Izumo, JPN)"
1605,"Nagata, Shunto (JPN) (1996)","FINAL - 2014 Japanese National High School Championships (Kofu, JPN)",8 / 5,-1.6 m/s,02-Aug-14,,5.96,10.92,15.98,21.4,21.4,10.92,10.48,-0.44,8.39,10.08,9.88,9.23,9.16,9.54,,,"Nagata, Shunto (JPN) (1996)_FINAL - 2014 Japanese National High School Championships (Kofu, JPN)"
1606,"Nagata, Takuya (JPN) (1994)","Heat 1 - 2018 Shizuoka International Meeting (Fukuroi, JPN)",3 / 1,-0.4 m/s,03-May-18,0.179,5.82,10.51,15.5,20.92,20.92,10.51,10.41,-0.1,8.59,10.66,10.02,9.23,9.51,9.61,,Takahashi (2016) - performance analysis of the top 200m sprinters in japan & abroad,"Nagata, Takuya (JPN) (1994)_Heat 1 - 2018 Shizuoka International Meeting (Fukuroi, JPN)"
1607,"Nagata, Takuya (JPN) (1994)","FINAL - 2016 Shizuoka International Athletics Meeting (Fukuroi, JPN)",/ 4,1.0 m/s,03-May-16,,5.95,10.71,15.61,20.86,20.86,10.71,10.15,-0.56,8.4,10.5,10.2,9.52,9.34,9.85,,Takahashi (2016) - performance analysis of the top 200m sprinters in japan & abroad,"Nagata, Takuya (JPN) (1994)_FINAL - 2016 Shizuoka International Athletics Meeting (Fukuroi, JPN)"
1608,"Nagata, Takuya (JPN) (1994)","FINAL - 2015 Japanese National Championships (Niigata, JPN)",8 / 4,0.8 m/s,27-Jun-15,0.142,5.89,10.56,15.47,20.63,20.63,10.56,10.07,-0.49,8.49,10.71,10.18,9.69,9.47,9.93,92.0,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Nagata, Takuya (JPN) (1994)_FINAL - 2015 Japanese National Championships (Niigata, JPN)_92"
1609,"Nahal, Mouncef (MAR) (2003)","National FINAL - 2023 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)",3 / 3,-0.2 m/s,28-May-23,0.151,6.16,11.17,16.36,21.89,21.89,11.17,10.72,-0.45,8.12,9.98,9.63,9.04,8.95,9.33,,Omega Timing (2023) - diamond league race analysis,"Nahal, Mouncef (MAR) (2003)_National FINAL - 2023 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)"
1610,"Nakagawa, Fumiya (JPN) (1991)","FINAL - 2008 Japanese National High School Championships (Kumagaya, JPN)",/ 7,-1.3 m/s,01-Aug-08,,6.2,11.27,16.55,22.15,22.15,11.27,10.88,-0.39,8.06,9.86,9.47,8.93,8.87,9.19,,,"Nakagawa, Fumiya (JPN) (1991)_FINAL - 2008 Japanese National High School Championships (Kumagaya, JPN)"
1611,"Nakamura, Haruto (JPN) (2007)","FINAL - 2024 Japanese National High School Championsips (Fukuoka, JPN)",9 / 5,0.1 m/s,31-Jul-24,0.16,6.0,10.86,15.8,21.09,21.09,10.86,10.23,-0.63,8.33,10.29,10.12,9.45,9.21,9.78,,,"Nakamura, Haruto (JPN) (2007)_FINAL - 2024 Japanese National High School Championsips (Fukuoka, JPN)"
1612,"Nakamura, Keisuke (JPN) (1991)","FINAL - 2009 Japanese National High School Championships (Nara, JPN)",6 / 7,1.6 m/s,01-Aug-09,,6.16,11.1,16.19,21.58,21.58,11.1,10.48,-0.62,8.12,10.12,9.82,9.28,9.01,9.54,,,"Nakamura, Keisuke (JPN) (1991)_FINAL - 2009 Japanese National High School Championships (Nara, JPN)"
1613,"Nakamura, Shota (JPN) (2001)","FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)",2 / 7,2.1 m/s,07-Aug-19,,6.05,10.85,15.89,21.26,21.26,10.85,10.41,-0.44,8.26,10.42,9.92,9.31,9.22,9.61,,,"Nakamura, Shota (JPN) (2001)_FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)"
1614,"Nakatani, Hayata (JPN) (2004)","FINAL - 2022 Japanese National High School Championships (Naruto, JPN)",3 / 7,-2.3 m/s,06-Aug-22,0.15,6.04,11.06,16.23,21.77,21.77,11.06,10.71,-0.35,8.28,9.96,9.67,9.03,9.04,9.34,,,"Nakatani, Hayata (JPN) (2004)_FINAL - 2022 Japanese National High School Championships (Naruto, JPN)"
1615,"Naoki, Masafumi (JPN) (1993)","A FINAL - 2019 Shizuoka International Athletics Meeting (Fukuroi, JPN)",4 / 3,0.5 m/s,03-May-19,,5.94,10.68,15.65,20.99,20.99,10.68,10.31,-0.37,8.42,10.55,10.06,9.36,9.36,9.7,90.0,,"Naoki, Masafumi (JPN) (1993)_A FINAL - 2019 Shizuoka International Athletics Meeting (Fukuroi, JPN)_90"
1616,"Naoki, Masafumi (JPN) (1993)","FINAL - 2018 Japanese Corporate Championships (Osaka, JPN)",6 / 2,0.1 m/s,22-Sep-18,0.101,5.86,10.52,15.46,20.86,20.86,10.52,10.34,-0.18,8.53,10.73,10.12,9.26,9.51,9.67,,,"Naoki, Masafumi (JPN) (1993)_FINAL - 2018 Japanese Corporate Championships (Osaka, JPN)"
1617,"Naoki, Masafumi (JPN) (1993)","FINAL - 2018 Japanese National Championships (Yamaguchi, JPN)",3 / 7,0.8 m/s,24-Jun-18,0.167,5.91,10.62,15.55,20.91,20.91,10.62,10.29,-0.33,8.46,10.62,10.14,9.33,9.42,9.72,,,"Naoki, Masafumi (JPN) (1993)_FINAL - 2018 Japanese National Championships (Yamaguchi, JPN)"
1618,"Napier, Dino (USA) (1969)","Semi-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)",4 / 6,2.7 m/s,23-Jun-96,,10.58,15.2,20.22,20.22,46.0,15.2,5.02,-10.18,9.45,10.82,9.96,9.89,6.58,19.92,,,"Napier, Dino (USA) (1969)_Semi-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)"
1619,"Napier, Dino (USA) (1969)","Quarter-Final 3 - 1996 USA Olympic Trials (Atlanta, GA)",/ 3,0.7 m/s,22-Jun-96,,10.64,20.33,20.33,3.0,3.0,20.33,-17.33,-37.66,9.4,10.32,9.84,9.4,4.92,,,,"Napier, Dino (USA) (1969)_Quarter-Final 3 - 1996 USA Olympic Trials (Atlanta, GA)"
1620,"Napier, Dino (USA) (1969)","Heat 4 - 1996 USA Olympic Trials (Atlanta, GA)",/ 4,0.9 m/s,21-Jun-96,,10.49,20.47,20.47,4.0,4.0,20.47,-16.47,-36.94,9.53,10.02,9.77,9.53,4.89,,,,"Napier, Dino (USA) (1969)_Heat 4 - 1996 USA Olympic Trials (Atlanta, GA)"
1621,"Nashimoto, Masaki (JPN) (1993)","FINAL - 2011 Japanese National High School Championships (Kitakami, JPN)",/ 1,-0.4 m/s,06-Aug-11,,6.06,10.89,15.67,20.97,20.97,10.89,10.08,-0.81,8.25,10.35,10.46,9.43,9.18,9.92,,,"Nashimoto, Masaki (JPN) (1993)_FINAL - 2011 Japanese National High School Championships (Kitakami, JPN)"
1622,"Nasir Taib, Russel Alex (MAS) (1998)","Semi-Final 1 - 2022 Commonwealth Games (Birmingham, GBR)",8 / 6,2.1 m/s,05-Aug-22,0.128,5.9,10.9,15.9,21.32,21.32,10.9,10.42,-0.48,8.47,10.0,10.0,9.23,9.17,9.6,,Longines Timing (2022) - commonwealth games race analysis,"Nasir Taib, Russel Alex (MAS) (1998)_Semi-Final 1 - 2022 Commonwealth Games (Birmingham, GBR)"
1623,"Nazareno, Franklin (ECU) (1987)","Quarter-Final 4 - 2007 IAAF World Championships (Osaka, JPN)",9 / 8,0.6 m/s,28-Aug-07,0.159,6.08,10.92,16.04,21.5,21.5,10.92,10.58,-0.34,8.22,10.33,9.77,9.16,9.16,9.45,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Nazareno, Franklin (ECU) (1987)_Quarter-Final 4 - 2007 IAAF World Championships (Osaka, JPN)"
1624,"Nelloms, Chris (USA) (1971)","Quarter-Final 3 - 1996 USA Olympic Trials (Atlanta, GA)",/ 6,0.7 m/s,22-Jun-96,,10.51,20.71,20.71,6.0,6.0,20.71,-14.71,-35.42,9.51,9.8,9.66,9.51,4.83,,,,"Nelloms, Chris (USA) (1971)_Quarter-Final 3 - 1996 USA Olympic Trials (Atlanta, GA)"
1625,"Nelloms, Chris (USA) (1971)","Heat 1 - 1996 USA Olympic Trials (Atlanta, GA)",/ 6,1.1 m/s,21-Jun-96,,10.5,20.58,20.58,6.0,6.0,20.58,-14.58,-35.16,9.52,9.92,9.72,9.52,4.86,,,,"Nelloms, Chris (USA) (1971)_Heat 1 - 1996 USA Olympic Trials (Atlanta, GA)"
1626,"Nellum, Bryshon (USA) (1989)","FINAL - 2014 USATF National Championships (Sacramento, CA)",/ 6,1.3 m/s,29-Jun-14,0.177,10.9,20.6,20.65,6.0,6.0,20.6,-14.6,-35.2,9.17,10.31,9.69,9.17,4.85,,,,"Nellum, Bryshon (USA) (1989)_FINAL - 2014 USATF National Championships (Sacramento, CA)"
1627,"Nemeček, Daniel (CZE) (1991)","FINAL - 2013 Czech Republic National Championships (Tábor, CZE)",8 / 5,-0.9 m/s,16-Jun-13,0.199,6.21,11.04,16.14,21.49,21.49,11.04,10.45,-0.59,8.05,10.35,9.8,9.35,9.06,9.57,,,"Nemeček, Daniel (CZE) (1991)_FINAL - 2013 Czech Republic National Championships (Tábor, CZE)"
1628,"Nemeček, Daniel (CZE) (1991)","Heat 1 - 2013 Czech Republic National Championships (Tábor, CZE)",5 / 2,-0.7 m/s,16-Jun-13,0.197,6.28,11.17,16.29,21.7,21.7,11.17,10.53,-0.64,7.96,10.22,9.77,9.24,8.95,9.5,,,"Nemeček, Daniel (CZE) (1991)_Heat 1 - 2013 Czech Republic National Championships (Tábor, CZE)"
1629,"Němejc, Tomáš (CZE) (2000)","Repechage 4 - 2024 Olympic Games (Paris, FRA)",3 / 5,0.3 m/s,06-Aug-24,0.16,5.95,10.61,15.53,20.84,20.84,10.61,10.23,-0.38,8.4,10.73,10.16,9.42,9.43,9.78,,,"Němejc, Tomáš (CZE) (2000)_Repechage 4 - 2024 Olympic Games (Paris, FRA)"
1630,"Němejc, Tomáš (CZE) (2000)","Heat 2 - 2024 Olympic Games (Paris, FRA)",4 / 7,-0.1 m/s,05-Aug-24,0.183,5.96,10.67,15.63,21.03,21.03,10.67,10.36,-0.31,8.39,10.62,10.08,9.26,9.37,9.65,88.0,,"Němejc, Tomáš (CZE) (2000)_Heat 2 - 2024 Olympic Games (Paris, FRA)_88"
1631,"Nevers, Adolphus (JAM) (1990)","A FINAL - 2013 Windsprint (Sundsvall, SWE)",6 / 2,2.2 m/s,28-Jul-13,,10.52,15.38,20.58,20.58,62.0,15.38,5.2,-10.18,9.51,10.29,9.62,9.72,6.5,19.23,86.0,(2013) - www.ssg.se/windsprint/Splittider/,"Nevers, Adolphus (JAM) (1990)_A FINAL - 2013 Windsprint (Sundsvall, SWE)_86"
1632,"Neville, David (USA) (1984)","FINAL - 2012 Great CityGames (Manchester, GBR) (200m straightaway)",3 / 3,0.2 m/s,20-May-12,,10.64,20.71,20.71,33.0,33.0,20.71,12.29,-8.42,9.4,4.83,9.66,9.4,4.83,8.14,,Jalava (2012) - www.tilastopaja.org,"Neville, David (USA) (1984)_FINAL - 2012 Great CityGames (Manchester, GBR) (200m straightaway)"
1633,"Neville, David (USA) (1984)","FINAL - 2003 USATF National Junior Championships (Palo Alto, CA)",5 / 2,-1.8 m/s,21-Jun-03,,6.22,11.11,15.95,21.11,21.11,11.11,10.0,-1.11,8.04,10.22,10.33,9.69,9.0,10.0,,Jalava (2012) - www.tilastopaja.org,"Neville, David (USA) (1984)_FINAL - 2003 USATF National Junior Championships (Palo Alto, CA)"
1634,"Newman, Calesio (USA) (1986)","FINAL - 2012 USA Olympic Trials (Eugene, OR)",8 / 4,2.3 m/s,01-Jul-12,0.192,10.3,20.17,20.17,84.0,84.0,20.17,63.83,43.66,9.71,10.13,9.92,9.71,4.96,1.57,,,"Newman, Calesio (USA) (1986)_FINAL - 2012 USA Olympic Trials (Eugene, OR)"
1635,"Niit, Marek (EST) (1987)","Heat 4 - 2009 IAAF World Championships (Berlin, GER)",7 / 3,0.2 m/s,18-Aug-09,0.154,5.93,10.8,15.85,21.21,21.21,10.8,10.41,-0.39,8.43,10.27,9.9,9.33,9.26,9.61,,,"Niit, Marek (EST) (1987)_Heat 4 - 2009 IAAF World Championships (Berlin, GER)"
1636,"Niit, Marek (EST) (1987)","U20 FINAL - 2022 Shandong Provincial Games (Rizhao, CHN)",5 / 4,0.2 m/s,03-Sep-22,0.2,11.08,16.23,21.82,21.82,54.0,16.23,5.59,-10.64,9.03,9.71,8.94,9.17,6.16,17.89,94.0,Shimizu (2024) - shimane high school championships 2024 - biomechanics data analysis,"Niit, Marek (EST) (1987)_U20 FINAL - 2022 Shandong Provincial Games (Rizhao, CHN)_94"
1637,"Niit, Marek (EST) (1987)","FINAL - 2024 Shimane High School Championships (Izumo, JPN)",8 / 2,1.1 m/s,26-May-24,,11.33,16.57,22.0,22.0,82.0,16.57,5.43,-11.14,8.83,9.54,9.21,9.09,6.04,18.42,,Shimizu (2024) - shimane high school championships 2024 - biomechanics data analysis,"Niit, Marek (EST) (1987)_FINAL - 2024 Shimane High School Championships (Izumo, JPN)"
1638,"Niit, Marek (EST) (1987)","FINAL - 2023 Shimane High School Championships (Izumo, JPN)",7 / 4,-1.2 m/s,28-May-23,,11.58,17.08,22.77,22.77,74.0,17.08,5.69,-11.39,8.64,9.09,8.79,8.78,5.85,17.57,,Shimizu (2023) - shimane high school championships 2023 - biomechanics data analysis,"Niit, Marek (EST) (1987)_FINAL - 2023 Shimane High School Championships (Izumo, JPN)"
1639,"Niit, Marek (EST) (1987)","FINAL - 2022 Shimane High School Championships (Izumo, JPN)",2 / 8,1.3 m/s,28-May-22,,12.42,18.0,23.83,23.83,28.0,18.0,5.83,-12.17,8.05,8.96,8.58,8.39,5.56,17.15,,Shimizu (2022) - shimane high school championships 2022 - biomechanics data analysis,"Niit, Marek (EST) (1987)_FINAL - 2022 Shimane High School Championships (Izumo, JPN)"
1640,"Niit, Marek (EST) (1987)","FINAL - 2021 Shimane High School Championships (Izumo, JPN)",8 / 4,2.7 m/s,30-May-21,,11.12,16.4,22.24,22.24,84.0,16.4,5.84,-10.56,8.99,9.47,8.56,8.99,6.1,17.12,,Shimizu (2021) - shimane high school championships 2021 - biomechanics data analysis,"Niit, Marek (EST) (1987)_FINAL - 2021 Shimane High School Championships (Izumo, JPN)"
1641,"Niwayama, Haruki (JPN) (2006)","FINAL - 2024 Japanese National High School Championsips (Fukuoka, JPN)",3 / 4,0.1 m/s,31-Jul-24,0.184,5.95,10.71,15.76,21.09,21.09,10.71,10.38,-0.33,8.4,10.5,9.9,9.38,9.34,9.63,,,"Niwayama, Haruki (JPN) (2006)_FINAL - 2024 Japanese National High School Championsips (Fukuoka, JPN)"
1642,"Nkanata, Carvin (KEN) (1991)","FINAL - 2015 Seiko Golden Grand Prix (Kawasaki, JPN)",5 / 2,-0.5 m/s,10-May-15,,5.94,10.54,15.36,20.5,20.5,10.54,9.96,-0.58,8.42,10.87,10.37,9.73,9.49,10.04,,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Nkanata, Carvin (KEN) (1991)_FINAL - 2015 Seiko Golden Grand Prix (Kawasaki, JPN)"
1643,"Nkanata, Carvin (KEN) (1991)","FINAL - 2025 Shimane High School Championships (Izumo, JPN)",7 / 1,1.2 m/s,01-Jun-25,,11.21,16.47,21.93,21.93,71.0,16.47,5.46,-11.01,8.92,9.51,9.16,9.12,6.07,18.32,,Shimizu (2025) - shimane high school championships 2025 - biomechanics data analysis,"Nkanata, Carvin (KEN) (1991)_FINAL - 2025 Shimane High School Championships (Izumo, JPN)"
1644,"Nohava, Vojtech (CZE) (1992)","Heat 3 - 2013 Czech Republic National Championships (Tábor, CZE)",7 / 6,-0.9 m/s,16-Jun-13,0.267,6.33,11.3,16.64,22.42,22.42,11.3,11.12,-0.18,7.9,10.06,9.36,8.65,8.85,8.99,,,"Nohava, Vojtech (CZE) (1992)_Heat 3 - 2013 Czech Republic National Championships (Tábor, CZE)"
1645,"Nomura, Shogo (JPN) (1990)","FINAL - 2008 Japanese National High School Championships (Kumagaya, JPN)",/ 4,-1.3 m/s,01-Aug-08,,6.14,11.07,16.25,21.85,21.85,11.07,10.78,-0.29,8.14,10.14,9.65,8.93,9.03,9.28,,,"Nomura, Shogo (JPN) (1990)_FINAL - 2008 Japanese National High School Championships (Kumagaya, JPN)"
1646,"Nordkvist, Alexander (SWE) (1990)","B FINAL - 2013 Windsprint (Sundsvall, SWE)",2 / 5,3.1 m/s,28-Jul-13,,11.21,16.41,21.88,21.88,25.0,16.41,5.47,-10.94,8.92,9.62,9.14,9.14,6.09,18.28,,(2013) - www.ssg.se/windsprint/Splittider/,"Nordkvist, Alexander (SWE) (1990)_B FINAL - 2013 Windsprint (Sundsvall, SWE)"
1647,"Norgren, Daniel (SWE) (1990)","D FINAL - 2007 Windsprint (Sundsvall, SWE)",3 / 2,0.5 m/s,24-Jul-07,,11.46,16.67,22.35,22.35,32.0,16.67,5.68,-10.99,8.73,9.6,8.8,8.95,6.0,17.61,,(2007) - www.ssg.se/en/Windsprint/Split-times/,"Norgren, Daniel (SWE) (1990)_D FINAL - 2007 Windsprint (Sundsvall, SWE)"
1648,"Norman, Michael (USA) (1997)","FINAL - 2023 Doha Diamond League (Doha, QAT)",5 / 8,0.3 m/s,05-May-23,0.145,5.93,10.54,15.45,20.65,20.65,10.54,10.11,-0.43,8.43,10.85,10.18,9.62,9.49,9.89,,Omega Timing (2023) - diamond league race analysis,"Norman, Michael (USA) (1997)_FINAL - 2023 Doha Diamond League (Doha, QAT)"
1649,"Norman, Michael (USA) (1997)","FINAL - 2022 Athletissima (Lausanne, SUI)",6 / 2,1.3 m/s,26-Aug-22,0.138,5.62,10.09,14.77,19.76,19.76,10.09,9.67,-0.42,8.9,11.19,10.68,10.02,9.91,10.34,87.0,Omega Timing (2022) - diamond league race analysis,"Norman, Michael (USA) (1997)_FINAL - 2022 Athletissima (Lausanne, SUI)_87"
1650,"Norman, Michael (USA) (1997)","FINAL - 2022 Herculis Meeting International d'Athlétisme (Monaco, MON)",5 / 3,0.8 m/s,10-Aug-22,0.168,5.71,10.23,14.97,19.95,19.95,10.23,9.72,-0.51,8.76,11.06,10.55,10.04,9.78,10.29,87.0,Omega Timing (2022) - diamond league race analysis,"Norman, Michael (USA) (1997)_FINAL - 2022 Herculis Meeting International d'Athlétisme (Monaco, MON)_87"
